24:d3:f2:a7:b3:cd,b4:74:9f:ba:83:34,b0:89:00:74:7c:84,9c:d6:43:cb:23:c0,30:99:35:90:32:9f,44:fb:5a:d2:d0:61,d8:0d:17:db:be:92,10:10:81:ad:c4:92,f4:e3:fb:90:3a:a8,indoor,roomNum
,,,,,,,//Mobile Tawfik,,,
-100,-100,-70,-51,-100,-79,-65,-80,-71,0,0
-100,-100,-100,-100,-100,-86,-100,-100,-40,0,0
-100,-100,-67,-61,-100,-100,-78,-80,-51,0,0
-100,-100,-83,-64,-100,-83,-83,-100,-55,0,0
-100,-100,-82,-64,-100,-83,-82,-100,-61,0,0
-100,-100,-86,-64,-100,-83,-81,-100,-61,0,0
-100,-100,-83,-65,-100,-80,-86,-100,-59,0,0
-100,-100,-80,-65,-100,-84,-82,-100,-68,0,0
-100,-100,-81,-66,-100,-72,-82,-100,-68,0,0
-100,-100,-82,-64,-100,-82,-100,-100,-55,0,0
-100,-100,-83,-65,-100,-84,-91,-100,-59,0,0
-100,-100,-79,-100,-100,-86,-83,-100,-56,0,0
-100,-100,-82,-68,-100,-85,-84,-100,-56,0,0
-100,-100,-85,-67,-100,-82,-84,-100,-56,0,0
-100,-100,-78,-59,-100,-64,-100,-100,-76,0,0
-100,-100,-77,-58,-100,-64,-89,-100,-57,0,0
-100,-100,-76,-59,-100,-66,-93,-100,-59,0,0
-100,-100,-64,-56,-100,-64,-72,-79,-67,0,0
-100,-100,-63,-69,-100,-65,-69,-77,-54,0,0
-100,-100,-66,-56,-100,-64,-68,-100,-54,0,0
-100,-100,-65,-56,-100,-65,-70,-100,-56,0,0
-100,-100,-65,-61,-81,-65,-100,-100,-56,0,0
-100,-100,-62,-100,-100,-65,-70,-79,-54,0,0
-100,-100,-66,-57,-100,-65,-100,-100,-56,0,0
-100,-100,-65,-58,-100,-63,-70,-77,-59,0,0
-100,-100,-60,-100,-100,-66,-75,-100,-55,0,0
-100,-100,-64,-61,-100,-66,-70,-76,-53,0,0
-100,-100,-64,-100,-100,-65,-71,-79,-50,0,0
-100,-100,-65,-61,-100,-66,-70,-80,-59,0,0
-100,-100,-65,-56,-100,-67,-70,-79,-54,0,0
-100,-100,-62,-58,-100,-65,-74,-100,-51,0,0
-100,-100,-63,-100,-100,-66,-71,-100,-55,0,0
-100,-84,-60,-58,-100,-63,-82,-75,-59,0,0
-100,-100,-59,-51,-100,-65,-100,-100,-57,0,0
-100,-100,-59,-66,-100,-63,-100,-100,-56,0,0
-100,-79,-59,-55,-100,-65,-100,-100,-57,0,0
-100,-76,-64,-55,-100,-64,-100,-100,-57,0,0
-100,-100,-59,-50,-100,-67,-100,-100,-62,0,0
-100,-81,-64,-57,-100,-66,-77,-100,-59,0,0
-100,-100,-65,-57,-100,-65,-78,-100,-61,0,0
-100,-79,-68,-57,-100,-66,-76,-78,-56,0,0
-100,-100,-60,-62,-100,-66,-80,-77,-59,0,0
-100,-86,-60,-55,-100,-65,-79,-100,-58,0,0
-100,-100,-60,-62,-100,-67,-100,-100,-59,0,0
-100,-100,-58,-57,-100,-64,-74,-100,-57,0,0
-100,-76,-62,-36,-75,-74,-68,-100,-68,0,0
-100,-61,-70,-40,-100,-80,-73,-100,-100,0,0
-100,-67,-75,-41,-80,-81,-75,-100,-74,0,0
-100,-62,-70,-51,-100,-76,-77,-73,-72,0,0
-100,-60,-72,-40,-80,-79,-100,-73,-73,0,0
-100,-62,-75,-42,-100,-81,-100,-73,-73,0,0
-100,-60,-72,-40,-85,-79,-68,-100,-74,0,0
-100,-68,-74,-40,-80,-78,-73,-100,-71,0,0
-100,-62,-72,-40,-100,-78,-100,-100,-69,0,0
-100,-100,-64,-100,-100,-100,-80,-100,-57,0,0
-100,-79,-58,-54,-83,-79,-100,-100,-59,0,0
-100,-100,-58,-51,-100,-76,-81,-77,-57,0,0
-100,-100,-58,-100,-100,-77,-79,-100,-59,0,0
-100,-100,-58,-63,-100,-100,-100,-82,-57,0,0
-100,-80,-57,-51,-83,-77,-76,-78,-57,0,0
-100,-79,-58,-51,-100,-75,-82,-100,-57,0,0
-100,-79,-58,-52,-100,-78,-83,-100,-57,0,0
-100,-73,-52,-57,-100,-100,-74,-85,-64,0,0
-100,-73,-51,-56,-100,-100,-75,-100,-62,0,0
-100,-73,-51,-66,-100,-100,-100,-100,-61,0,0
-100,-73,-52,-56,-85,-80,-73,-100,-61,0,0
-100,-72,-51,-55,-100,-100,-100,-100,-63,0,0
-100,-79,-51,-55,-86,-74,-75,-85,-66,0,0
-100,-82,-69,-47,-78,-74,-76,-100,-61,0,0
-100,-82,-71,-44,-74,-73,-68,-77,-62,0,0
-100,-78,-69,-45,-100,-73,-72,-100,-59,0,0
-100,-77,-70,-44,-100,-77,-70,-100,-60,0,0
-100,-83,-68,-55,-72,-100,-72,-79,-60,0,0
-100,-76,-69,-44,-100,-72,-74,-100,-60,0,0
-100,-83,-70,-45,-100,-73,-72,-77,-60,0,0
-100,-100,-55,-77,-83,-83,-100,-81,-73,0,0
-100,-100,-55,-54,-100,-100,-83,-78,-77,0,0
-100,-100,-55,-66,-79,-100,-86,-77,-87,0,0
-100,-88,-54,-55,-78,-88,-87,-76,-72,0,0
-100,-100,-56,-58,-78,-100,-85,-78,-74,0,0
-100,-100,-56,-56,-100,-100,-83,-100,-71,0,0
-100,-100,-56,-55,-100,-85,-83,-100,-74,0,0
-100,-100,-55,-54,-100,-87,-100,-100,-80,0,0
-100,-100,-58,-54,-100,-85,-85,-76,-76,0,0
-100,-100,-56,-69,-80,-82,-86,-78,-100,0,0
-100,-100,-57,-67,-79,-100,-100,-79,-78,0,0
-100,-100,-55,-56,-78,-100,-82,-100,-73,0,0
-100,-100,-52,-100,-85,-100,-85,-81,-92,0,0
-100,-85,-55,-60,-100,-100,-79,-100,-76,0,0
-100,-89,-55,-66,-100,-87,-83,-77,-79,0,0
-100,-100,-53,-57,-100,-100,-83,-77,-100,0,0
-100,-100,-57,-70,-100,-100,-85,-100,-77,0,0
-100,-100,-54,-66,-84,-100,-100,-100,-85,0,0
-100,-100,-53,-73,-82,-100,-100,-84,-75,0,0
-100,-88,-55,-57,-83,-100,-82,-79,-77,0,0
-100,-100,-54,-67,-82,-100,-83,-79,-76,0,0
-100,-100,-55,-58,-100,-82,-84,-78,-80,0,0
-100,-100,-55,-59,-100,-87,-82,-100,-79,0,0
-100,-78,-62,-49,-100,-87,-100,-74,-61,0,0
-100,-88,-64,-49,-76,-76,-56,-100,-82,0,0
-100,-80,-64,-91,-84,-61,-84,-100,-65,0,0
-100,-88,-59,-100,-100,-64,-100,-89,-74,0,0
-100,-82,-56,-61,-100,-63,-77,-100,-69,0,0
-100,-100,-58,-59,-100,-67,-100,-100,-68,0,0
-100,-82,-59,-58,-100,-63,-78,-100,-68,0,0
-93,-100,-59,-61,-100,-68,-84,-100,-75,0,0
-100,-100,-62,-57,-80,-67,-80,-100,-64,0,0
-100,-80,-58,-56,-100,-64,-76,-100,-68,0,0
-100,-95,-61,-60,-100,-64,-78,-100,-64,0,0
-100,-88,-63,-61,-100,-64,-84,-100,-66,0,0
-100,-89,-59,-58,-100,-68,-79,-100,-66,0,0
-95,-76,-56,-70,-100,-100,-78,-100,-67,0,0
-100,-88,-58,-62,-100,-66,-77,-100,-62,0,0
-100,-81,-59,-100,-82,-70,-78,-100,-67,0,0
-100,-96,-58,-57,-100,-66,-82,-100,-68,0,0
-90,-100,-61,-73,-100,-100,-73,-100,-58,0,0
-100,-100,-60,-100,-100,-72,-75,-100,-64,0,0
-100,-100,-60,-71,-100,-69,-74,-100,-64,0,0
-100,-100,-62,-71,-100,-67,-100,-77,-62,0,0
-100,-100,-61,-58,-100,-69,-74,-100,-64,0,0
-100,-100,-61,-77,-100,-70,-100,-100,-71,0,0
-100,-100,-61,-64,-100,-71,-72,-100,-60,0,0
-100,-100,-63,-72,-100,-68,-77,-100,-56,0,0
-93,-100,-59,-64,-100,-67,-72,-100,-62,0,0
-100,-81,-73,-56,-100,-75,-81,-100,-51,0,0
-98,-88,-69,-54,-100,-73,-75,-85,-60,0,0
-100,-100,-77,-53,-100,-71,-79,-100,-66,0,0
-100,-100,-71,-49,-100,-64,-80,-100,-58,0,0
-100,-100,-70,-51,-100,-68,-100,-100,-61,0,0
-100,-100,-69,-53,-100,-73,-100,-100,-61,0,0
-100,-100,-69,-52,-100,-68,-75,-100,-61,0,0
-100,-100,-67,-52,-100,-74,-77,-100,-58,0,0
-100,-100,-70,-61,-100,-64,-77,-86,-60,0,0
-100,-100,-71,-53,-100,-71,-100,-86,-59,0,0
-100,-100,-69,-53,-100,-73,-76,-100,-62,0,0
-100,-100,-68,-53,-88,-71,-74,-100,-57,0,0
-100,-100,-70,-55,-100,-72,-76,-100,-57,0,0
-100,-86,-69,-52,-86,-72,-75,-100,-57,0,0
-100,-100,-70,-50,-100,-73,-92,-100,-58,0,0
-100,-78,-68,-67,-100,-86,-71,-82,-70,0,0
-100,-100,-79,-65,-100,-82,-77,-100,-41,0,0
-100,-80,-59,-65,-85,-80,-72,-73,-55,0,0
-100,-100,-100,-64,-100,-82,-85,-100,-51,0,0
-100,-73,-58,-42,-73,-93,-76,-76,-70,0,0
-100,-84,-63,-67,-96,-74,-75,-77,-51,0,0
-100,-100,-60,-57,-100,-100,-80,-100,-69,0,0
-100,-100,-58,-49,-100,-81,-87,-100,-63,0,0
-89,-86,-66,-64,-68,-74,-100,-100,-67,0,0
-100,-83,-70,-56,-75,-82,-80,-100,-60,0,0
-100,-100,-73,-57,-75,-73,-78,-100,-62,0,0
-100,-79,-68,-44,-77,-100,-70,-100,-65,0,0
-100,-100,-72,-61,-100,-100,-72,-100,-68,0,0
-100,-86,-68,-47,-79,-78,-70,-74,-74,0,0
-100,-100,-63,-51,-77,-78,-71,-100,-100,0,0
-100,-78,-64,-53,-85,-77,-77,-100,-58,0,0
-100,-89,-66,-56,-73,-100,-77,-100,-62,0,0
-100,-100,-67,-59,-100,-73,-100,-100,-67,0,0
-100,-100,-65,-67,-100,-100,-64,-100,-56,0,0
-100,-100,-58,-55,-100,-71,-74,-100,-57,0,0
-100,-100,-68,-44,-76,-82,-77,-100,-67,0,0
-100,-100,-80,-100,-100,-81,-81,-84,-43,0,0
-100,-100,-79,-67,-100,-79,-93,-100,-53,0,0
-100,-100,-72,-58,-100,-100,-84,-100,-60,0,0
-100,-100,-74,-76,-100,-100,-86,-100,-53,0,0
-100,-100,-70,-88,-100,-93,-81,-100,-51,0,0
-100,-100,-72,-74,-100,-93,-76,-82,-48,0,0
-100,-100,-73,-67,-100,-100,-83,-100,-47,0,0
-100,-100,-72,-100,-100,-83,-86,-100,-40,0,0
-100,-100,-63,-55,-100,-78,-75,-100,-62,0,0
-100,-85,-70,-47,-79,-80,-100,-100,-67,0,0
-100,-100,-57,-53,-100,-80,-85,-100,-71,0,0
-100,-86,-55,-62,-85,-70,-73,-100,-60,0,0
-100,-77,-55,-57,-80,-100,-66,-100,-64,0,0
-100,-100,-58,-71,-100,-75,-75,-100,-100,0,0
-100,-70,-61,-54,-78,-72,-74,-100,-60,0,0
-100,-73,-65,-42,-73,-81,-78,-83,-70,0,0
-100,-100,-68,-66,-100,-100,-75,-100,-60,0,0
-100,-100,-69,-66,-100,-79,-75,-100,-57,0,0
-100,-84,-64,-36,-100,-100,-100,-100,-69,0,0
-100,-100,-65,-56,-100,-68,-85,-100,-66,0,0
-100,-100,-71,-54,-75,-91,-76,-84,-63,0,0
-100,-100,-68,-72,-100,-80,-77,-86,-54,0,0
-100,-100,-66,-76,-100,-100,-100,-100,-67,0,0
-100,-100,-51,-52,-100,-100,-71,-90,-67,0,0
-100,-100,-61,-65,-100,-72,-83,-100,-69,0,0
-100,-100,-72,-68,-100,-64,-80,-100,-52,0,0
-100,-100,-56,-57,-100,-68,-63,-100,-63,0,0
-100,-100,-81,-63,-100,-85,-86,-100,-40,0,0
-100,-100,-79,-59,-100,-72,-100,-100,-43,0,0
-100,-100,-75,-69,-100,-100,-100,-100,-44,0,0
-100,-100,-73,-73,-100,-100,-100,-100,-42,0,0
-100,-100,-68,-59,-100,-100,-72,-100,-46,0,0
-100,-100,-75,-57,-100,-84,-100,-100,-54,0,0
-100,-100,-79,-61,-100,-100,-100,-100,-51,0,0
-100,-100,-72,-66,-100,-80,-75,-100,-41,0,0
-100,-100,-72,-64,-100,-76,-100,-100,-40,0,0
-100,-100,-70,-62,-84,-100,-77,-79,-64,0,0
-100,-100,-73,-72,-100,-77,-81,-90,-45,0,0
-100,-100,-72,-100,-100,-100,-80,-100,-51,0,0
-100,-100,-72,-70,-100,-100,-81,-100,-50,0,0
-100,-100,-75,-67,-100,-100,-100,-100,-51,0,0
-100,-100,-72,-80,-100,-100,-83,-100,-50,0,0
-100,-100,-72,-66,-100,-100,-83,-100,-50,0,0
-100,-100,-73,-63,-89,-82,-100,-100,-100,0,0
-100,-100,-81,-61,-100,-85,-80,-100,-61,0,0
-100,-100,-83,-62,-100,-100,-79,-100,-61,0,0
-100,-100,-85,-62,-91,-86,-79,-100,-62,0,0
-100,-100,-84,-63,-100,-86,-79,-100,-62,0,0
-100,-100,-83,-63,-90,-86,-82,-100,-62,0,0
-100,-100,-77,-62,-100,-85,-78,-100,-65,0,0
-100,-100,-82,-64,-100,-100,-79,-100,-62,0,0
-100,-100,-93,-62,-100,-85,-78,-100,-62,0,0
-100,-100,-100,-62,-100,-100,-79,-100,-64,0,0
-100,-100,-80,-63,-100,-100,-79,-100,-60,0,0
-100,-100,-84,-65,-100,-100,-79,-100,-67,0,0
-100,-100,-76,-61,-100,-100,-80,-100,-62,0,0
-100,-100,-75,-60,-100,-100,-87,-100,-62,0,0
-100,-100,-66,-58,-86,-74,-84,-100,-63,0,0
-100,-100,-66,-62,-100,-87,-85,-100,-55,0,0
-100,-100,-66,-65,-100,-100,-100,-100,-53,0,0
-100,-100,-67,-64,-100,-92,-90,-100,-53,0,0
-100,-100,-66,-63,-100,-84,-85,-100,-53,0,0
-100,-100,-66,-63,-92,-100,-100,-100,-52,0,0
-100,-100,-100,-68,-100,-100,-89,-88,-52,0,0
-100,-100,-62,-66,-100,-83,-92,-100,-52,0,0
-100,-100,-66,-66,-100,-100,-100,-92,-55,0,0
-100,-100,-65,-67,-92,-100,-89,-100,-54,0,0
-100,-100,-68,-67,-100,-84,-89,-100,-53,0,0
-100,-100,-65,-64,-100,-100,-90,-100,-52,0,0
-100,-100,-66,-66,-100,-84,-100,-100,-54,0,0
-100,-100,-67,-65,-100,-100,-100,-100,-100,0,0
-100,-100,-66,-65,-94,-85,-86,-100,-52,0,0
-100,-100,-77,-69,-100,-80,-100,-82,-54,0,0
-100,-100,-71,-73,-100,-88,-87,-100,-53,0,0
-100,-100,-100,-76,-100,-87,-89,-100,-53,0,0
-100,-100,-70,-75,-100,-86,-88,-89,-53,0,0
-100,-100,-72,-75,-100,-86,-100,-100,-53,0,0
-100,-100,-71,-100,-100,-100,-100,-100,-53,0,0
-100,-100,-71,-70,-100,-87,-100,-100,-53,0,0
-100,-100,-81,-75,-100,-88,-100,-100,-53,0,0
-100,-100,-76,-74,-100,-100,-86,-100,-53,0,0
-100,-100,-71,-100,-100,-89,-100,-100,-53,0,0
-100,-100,-71,-76,-100,-100,-86,-100,-54,0,0
-100,-100,-71,-78,-100,-100,-86,-100,-53,0,0
-100,-100,-71,-75,-100,-100,-79,-100,-57,0,0
-100,-100,-71,-76,-100,-100,-79,-100,-57,0,0
-100,-100,-74,-72,-100,-100,-78,-100,-57,0,0
-100,-100,-72,-69,-100,-82,-79,-100,-58,0,0
-100,-100,-71,-66,-100,-100,-80,-100,-58,0,0
-100,-100,-77,-80,-100,-92,-85,-100,-68,0,0
-100,-100,-75,-66,-100,-77,-80,-100,-41,0,0
-100,-100,-73,-76,-100,-73,-100,-100,-54,0,0
-100,-100,-69,-60,-74,-83,-62,-100,-74,0,0
-100,-79,-61,-54,-100,-83,-68,-100,-72,0,0
-100,-73,-58,-54,-67,-81,-70,-100,-67,0,0
-100,-100,-70,-67,-100,-72,-79,-100,-56,0,0
-100,-100,-58,-100,-100,-78,-79,-100,-51,0,0
-100,-100,-68,-67,-100,-78,-73,-78,-62,0,0
-100,-100,-62,-67,-100,-85,-81,-100,-63,0,0
-100,-78,-66,-58,-100,-64,-70,-74,-65,0,0
-100,-100,-52,-60,-100,-64,-100,-80,-64,0,0
-100,-100,-61,-60,-100,-100,-100,-100,-65,0,0
-100,-78,-65,-45,-72,-90,-76,-81,-72,0,0
-100,-75,-58,-63,-74,-73,-78,-85,-61,0,0
-100,-100,-67,-55,-100,-100,-78,-80,-62,0,0
-92,-100,-80,-67,-100,-64,-68,-100,-62,0,0
-100,-100,-75,-50,-100,-100,-68,-68,-66,0,0
-100,-100,-72,-62,-86,-83,-73,-77,-64,0,0
-100,-100,-60,-71,-100,-61,-100,-100,-59,0,0
-100,-100,-52,-61,-100,-75,-100,-100,-59,0,0
-100,-100,-66,-58,-86,-100,-77,-78,-51,0,0
-100,-78,-67,-48,-79,-74,-74,-100,-66,0,0
-100,-81,-66,-66,-77,-100,-74,-77,-71,0,0
-100,-79,-64,-49,-78,-100,-80,-100,-76,0,0
-100,-83,-64,-51,-78,-100,-72,-100,-72,0,0
-100,-86,-65,-50,-77,-77,-79,-100,-67,0,0
-100,-77,-72,-40,-100,-74,-70,-100,-66,0,0
-100,-79,-71,-39,-100,-72,-70,-100,-69,0,0
-100,-78,-69,-50,-77,-84,-79,-90,-63,0,0
-100,-100,-65,-62,-100,-83,-72,-100,-72,0,0
-100,-100,-66,-58,-78,-81,-100,-100,-72,0,0
-100,-100,-61,-100,-100,-71,-100,-84,-59,0,0
-100,-100,-90,-76,-100,-77,-100,-100,-62,0,0
-100,-100,-90,-76,-100,-76,-90,-100,-61,0,0
-100,-100,-84,-71,-100,-77,-88,-100,-60,0,0
-100,-100,-55,-59,-100,-93,-70,-100,-70,0,0
-100,-100,-69,-100,-100,-91,-92,-100,-56,0,0
-100,-90,-72,-59,-100,-100,-81,-84,-61,0,0
-88,-81,-57,-67,-100,-100,-70,-83,-64,0,0
-100,-79,-70,-55,-77,-89,-83,-84,-66,0,0
-100,-76,-68,-68,-80,-100,-67,-81,-73,0,0
-100,-100,-61,-63,-100,-71,-80,-72,-66,0,0
-100,-100,-70,-64,-100,-100,-86,-100,-55,0,0
-100,-100,-76,-69,-100,-83,-100,-100,-53,0,0
-100,-100,-72,-68,-100,-100,-100,-100,-49,0,0
-100,-100,-77,-70,-100,-100,-100,-100,-53,0,0
-100,-100,-73,-65,-100,-100,-77,-100,-47,0,0
-100,-100,-67,-62,-100,-65,-82,-100,-71,0,0
-100,-100,-61,-64,-100,-67,-80,-100,-62,0,0
-100,-100,-74,-68,-100,-100,-79,-83,-57,0,0
-100,-100,-64,-58,-100,-75,-75,-91,-71,0,0
-100,-100,-66,-74,-100,-71,-72,-100,-73,0,0
-100,-100,-61,-62,-100,-75,-86,-100,-51,0,0
-100,-83,-65,-54,-100,-67,-94,-100,-64,0,0
-100,-100,-76,-65,-100,-100,-79,-100,-56,0,0
-100,-100,-67,-100,-100,-100,-77,-100,-49,0,0
-100,-100,-72,-54,-100,-74,-100,-100,-55,0,0
-100,-100,-51,-63,-78,-57,-71,-100,-65,0,0
-100,-85,-75,-50,-100,-81,-74,-100,-66,0,0
-100,-72,-58,-48,-74,-77,-69,-100,-67,0,0
-100,-100,-52,-50,-100,-74,-100,-100,-65,0,0
-100,-83,-57,-55,-100,-74,-70,-69,-68,0,0
-100,-100,-87,-71,-100,-88,-82,-100,-64,0,0
-100,-100,-88,-74,-100,-86,-77,-100,-63,0,0
-100,-100,-100,-67,-100,-100,-77,-100,-63,0,0
-100,-100,-83,-67,-90,-84,-77,-100,-64,0,0
-100,-100,-85,-66,-100,-86,-77,-100,-63,0,0
-100,-100,-100,-66,-100,-100,-77,-100,-63,0,0
-100,-100,-87,-68,-89,-85,-83,-100,-65,0,0
-100,-100,-70,-56,-100,-80,-100,-100,-65,0,0
-100,-100,-70,-55,-100,-84,-100,-100,-66,0,0
-100,-100,-67,-100,-100,-86,-100,-100,-66,0,0
-100,-100,-71,-56,-100,-81,-100,-100,-66,0,0
-100,-100,-70,-56,-100,-100,-87,-100,-66,0,0
-100,-100,-85,-58,-90,-100,-86,-100,-67,0,0
-100,-100,-69,-56,-100,-85,-100,-100,-68,0,0
-100,-100,-67,-56,-100,-100,-87,-100,-67,0,0
-100,-100,-68,-69,-100,-84,-88,-100,-68,0,0
-100,-100,-70,-100,-100,-88,-88,-100,-68,0,0
-100,-100,-70,-59,-100,-100,-87,-87,-66,0,0
-100,-100,-70,-56,-89,-83,-100,-100,-67,0,0
-100,-100,-83,-64,-100,-100,-85,-100,-45,0,0
-100,-100,-100,-58,-100,-74,-100,-100,-63,0,0
-100,-100,-84,-58,-100,-100,-94,-100,-65,0,0
-100,-100,-79,-58,-100,-74,-100,-100,-62,0,0
-100,-100,-85,-58,-100,-76,-100,-100,-62,0,0
-100,-100,-85,-73,-100,-74,-100,-100,-63,0,0
-100,-100,-85,-59,-100,-75,-93,-100,-62,0,0
-100,-100,-100,-58,-100,-76,-100,-100,-63,0,0
-100,-100,-84,-58,-100,-74,-100,-100,-63,0,0
-100,-100,-82,-59,-100,-82,-100,-100,-62,0,0
-100,-100,-76,-60,-100,-77,-100,-100,-67,0,0
-100,-100,-82,-58,-100,-87,-100,-100,-65,0,0
-100,-100,-87,-58,-100,-75,-100,-100,-64,0,0
-100,-100,-81,-58,-100,-81,-100,-100,-66,0,0
-100,-100,-79,-58,-100,-74,-100,-100,-63,0,0
-100,-100,-85,-59,-100,-75,-100,-100,-62,0,0
-100,-100,-84,-59,-100,-76,-100,-100,-63,0,0
-100,-100,-84,-61,-100,-77,-100,-100,-65,0,0
-100,-100,-84,-61,-100,-81,-100,-100,-63,0,0
-100,-100,-84,-58,-100,-76,-94,-100,-63,0,0
-100,-100,-85,-72,-100,-78,-100,-100,-66,0,0
-100,-100,-80,-58,-100,-76,-100,-100,-63,0,0
-100,-100,-100,-64,-94,-75,-100,-100,-63,0,0
-100,-100,-85,-100,-100,-74,-95,-100,-63,0,0
-100,-100,-100,-69,-100,-86,-100,-100,-67,0,0
-100,-100,-100,-70,-100,-87,-100,-100,-66,0,0
-100,-100,-100,-100,-100,-100,-100,-100,-66,0,0
-100,-100,-100,-70,-100,-87,-100,-100,-67,0,0
-100,-100,-100,-70,-100,-84,-100,-100,-67,0,0
-100,-100,-100,-69,-100,-100,-100,-91,-66,0,0
-100,-100,-91,-70,-100,-87,-100,-100,-67,0,0
-100,-100,-100,-71,-100,-100,-100,-100,-66,0,0
-100,-100,-100,-69,-100,-100,-100,-100,-67,0,0
-100,-100,-100,-71,-100,-87,-100,-100,-67,0,0
-100,-100,-100,-69,-100,-86,-100,-100,-67,0,0
-100,-100,-100,-69,-100,-86,-91,-91,-78,0,0
-100,-100,-100,-70,-100,-86,-100,-100,-66,0,0
-100,-100,-77,-65,-100,-78,-100,-100,-63,0,0
-100,-100,-76,-57,-89,-79,-90,-100,-64,0,0
-100,-100,-76,-57,-100,-84,-91,-100,-62,0,0
-100,-100,-77,-57,-100,-80,-100,-100,-62,0,0
-100,-100,-71,-68,-88,-65,-88,-100,-64,0,0
-100,-100,-100,-55,-100,-80,-100,-100,-66,0,0
-100,-100,-100,-55,-100,-78,-100,-100,-66,0,0
-100,-100,-88,-55,-100,-83,-83,-100,-66,0,0
-100,-100,-100,-58,-100,-79,-83,-100,-67,0,0
-100,-100,-100,-55,-100,-79,-83,-100,-70,0,0
-100,-100,-89,-58,-89,-79,-83,-100,-67,0,0
-100,-100,-90,-55,-100,-82,-82,-100,-69,0,0
-100,-93,-100,-100,-100,-78,-83,-100,-66,0,0
-100,-100,-100,-68,-100,-78,-83,-100,-67,0,0
-100,-100,-100,-55,-100,-79,-85,-100,-68,0,0
-100,-100,-100,-57,-100,-79,-84,-100,-67,0,0
-100,-100,-91,-68,-100,-80,-83,-100,-65,0,0
-100,-100,-100,-58,-100,-100,-84,-100,-64,0,0
-100,-100,-100,-100,-100,-78,-85,-100,-72,0,0
-100,-100,-89,-67,-100,-78,-84,-100,-65,0,0
-100,-100,-92,-55,-100,-79,-83,-100,-66,0,0
-100,-92,-100,-67,-100,-80,-83,-100,-67,0,0
-100,-100,-100,-57,-100,-80,-100,-100,-66,0,0
-100,-100,-91,-55,-100,-79,-84,-100,-67,0,0
-100,-100,-100,-67,-100,-78,-84,-100,-67,0,0
-100,-100,-100,-67,-89,-79,-83,-100,-67,0,0
-100,-100,-100,-55,-100,-81,-83,-100,-67,0,0
-100,-100,-74,-71,-100,-85,-89,-100,-53,0,0
-100,-100,-78,-65,-90,-82,-86,-100,-59,0,0
-100,-100,-79,-66,-100,-81,-82,-100,-57,0,0
-100,-93,-74,-67,-100,-82,-82,-85,-57,0,0
-100,-100,-100,-66,-100,-83,-83,-100,-57,0,0
-100,-100,-78,-63,-100,-81,-83,-100,-56,0,0
-100,-100,-100,-63,-100,-81,-84,-86,-56,0,0
-100,-100,-76,-75,-100,-79,-100,-100,-61,0,0
-100,-100,-71,-75,-100,-80,-87,-100,-58,0,0
-100,-100,-77,-65,-100,-100,-100,-100,-58,0,0
-100,-100,-100,-64,-100,-82,-84,-100,-61,0,0
-100,-100,-77,-100,-100,-100,-100,-100,-58,0,0
-100,-100,-78,-65,-100,-100,-100,-100,-57,0,0
-100,-100,-78,-64,-100,-82,-86,-100,-60,0,0
-100,-100,-78,-64,-100,-82,-85,-100,-57,0,0
-100,-100,-76,-64,-100,-81,-84,-100,-58,0,0
-100,-100,-75,-63,-91,-81,-84,-86,-57,0,0
-100,-100,-80,-63,-100,-81,-85,-85,-58,0,0
-100,-100,-78,-64,-100,-82,-87,-100,-57,0,0
-100,-100,-74,-67,-100,-81,-100,-100,-57,0,0
-100,-100,-81,-66,-100,-100,-84,-100,-58,0,0
-100,-100,-75,-64,-100,-85,-87,-100,-57,0,0
-100,-92,-75,-64,-100,-81,-85,-100,-58,0,0
-100,-100,-75,-70,-94,-81,-100,-100,-57,0,0
-100,-100,-80,-100,-100,-83,-84,-100,-56,0,0
-100,-100,-76,-75,-100,-82,-88,-100,-56,0,0
-100,-100,-75,-64,-91,-82,-89,-100,-57,0,0
-100,-92,-76,-64,-100,-83,-87,-100,-57,0,0
-100,-100,-76,-65,-100,-82,-86,-100,-58,0,0
-100,-100,-81,-66,-100,-85,-85,-100,-44,0,0
-100,-100,-78,-65,-100,-100,-88,-100,-42,0,0
-100,-100,-78,-68,-100,-84,-92,-87,-42,0,0
-100,-100,-79,-68,-100,-81,-88,-100,-42,0,0
-100,-100,-84,-70,-100,-85,-100,-100,-45,0,0
-100,-100,-82,-63,-100,-100,-88,-85,-44,0,0
-100,-100,-100,-63,-100,-100,-100,-100,-44,0,0
-100,-100,-83,-65,-100,-85,-89,-100,-43,0,0
-100,-100,-79,-63,-100,-86,-89,-89,-43,0,0
-100,-100,-79,-65,-100,-85,-100,-100,-47,0,0
-100,-100,-81,-62,-100,-85,-90,-100,-43,0,0
-100,-100,-80,-63,-100,-86,-88,-100,-43,0,0
-100,-100,-67,-74,-100,-100,-83,-80,-52,0,0
-100,-100,-70,-59,-87,-100,-81,-82,-77,0,0
-100,-79,-71,-64,-100,-100,-73,-100,-79,0,0
-100,-84,-76,-59,-100,-100,-73,-100,-74,0,0
-100,-80,-74,-59,-100,-85,-73,-100,-72,0,0
-100,-100,-77,-60,-100,-100,-74,-100,-74,0,0
-100,-81,-78,-60,-100,-84,-74,-100,-75,0,0
-100,-81,-79,-59,-100,-80,-74,-100,-80,0,0
-100,-80,-80,-60,-100,-100,-73,-100,-74,0,0
-100,-82,-78,-76,-100,-100,-74,-100,-75,0,0
